geoid,period,confirmed_cases_total,death_total,cases,death,pop,confirmed_rate_total,death_rate_tatal,confirmed_rate,death_rate
72023,2020-12-21,5022,0,27,0,4081,12305.81,0.00,66.16,0.00
45053,2020-12-21,8428,168,58,0,0,inf,inf,inf,
13019,2020-12-21,6472,210,114,0,61740,1048.27,34.01360544217687,18.46,0.00
34035,2020-12-21,79587,4484,793,17,454174,1752.35,98.72868107817708,17.46,0.3743058827673975
72153,2020-12-21,5815,0,34,0,34048,1707.88,0.00,9.99,0.00
72031,2020-12-21,41876,0,281,0,32963,12703.94,0.00,85.25,0.00
17037,2020-12-21,43521,459,333,9,40712,10689.97,112.74317154647278,81.79,2.2106504224798584
54023,2020-12-21,4431,99,71,3,39347,1126.13,25.16074923119933,18.04,0.7624469463999797
17033,2020-12-21,10022,171,107,6,35413,2830.03,48.29,30.21,1.6942930562222913
51590,2020-12-21,14449,398,161,4,16135,8955.07,246.66873256894948,99.78,2.4790827393864268
20047,2020-12-21,1576,0,7,0,86730,181.71,0.00,0.81,0.00
51017,2020-12-21,744,0,15,0,33726,220.60,0.00,4.45,0.00
45073,2020-12-21,31017,377,433,8,0,inf,inf,inf,inf
22023,2020-12-21,2420,27,25,1,20195,1198.32,13.36964595196831,12.38,0.49517207229512256
20065,2020-12-21,1356,14,8,0,8491,1596.99,16.488046166529266,9.42,0.00
12133,2020-12-21,12240,211,128,2,52542,2329.56,40.158349510867495,24.36,0.38064786266225115
55083,2020-12-21,27035,280,126,3,5901,45814.27,474.4958481613286,213.52,5.083884087442806
35005,2020-12-21,44211,530,325,10,22099,20005.88,239.8298565545952,147.07,4.53
48457,2020-12-21,4790,60,64,2,40964,1169.32,14.647007128210136,15.62,0.4882335709403378
45045,2020-12-21,217992,3189,3176,19,3276,665421.25,9734.432234432234,9694.75,58.00
33013,2020-12-21,26231,305,720,7,285159,919.87,10.695787262544757,25.25,0.24547708471414192
17173,2020-12-21,11681,226,84,2,9695,12048.48,233.1098504383703,86.64,2.0629190304280556
35006,2020-12-21,17473,419,95,6,94374,1851.46,44.397821433869495,10.07,0.6357683260219975
51009,2020-12-21,8309,55,140,1,37016,2244.70,14.858439593689214,37.82,0.2701534471579857
45043,2020-12-21,23404,494,321,2,0,inf,inf,inf,inf
24023,2020-12-21,8807,212,151,16,172704,509.95,12.275338150824531,8.74,0.9264406151565684
29023,2020-12-21,18399,80,111,2,121737,1511.37,6.571543573441106,9.12,0.16428858933602766
20067,2020-12-21,6208,98,20,0,10388,5976.13,94.33962264150944,19.25,0.00
20041,2020-12-21,7164,97,146,1,176246,406.48,5.503671005299411,8.28,0.056738876343292895
72033,2020-12-21,6428,0,51,0,8288,7755.79,0.00,61.53,0.00
28157,2020-12-21,3449,154,17,0,57918,595.50,26.589315929417452,2.94,0.00
21047,2020-12-21,26267,364,341,0,5908,44460.05,616.1137440758293,577.18,0.00
35007,2020-12-21,3885,69,100,3,17773,2185.90,38.82293366342205,56.27,1.687953637540089
48481,2020-12-21,15082,508,172,2,6475,23292.66,784.5559845559845,265.64,3.088803088803089
47175,2020-12-21,3478,35,58,1,10759,3232.64,32.53090435914118,53.91,0.9294544102611767
1055,2020-12-21,60312,570,940,2,17353,34755.95,328.47,541.69,1.1525384659713018
53001,2020-12-21,10732,110,89,3,41489,2586.71,26.513051652245174,21.45,0.7230832268794137
54027,2020-12-21,5230,46,186,2,37212,1405.46,12.361603783725679,49.98,0.5374610340750295
8117,2020-12-21,13380,35,135,0,7308,18308.70,47.892720306513404,184.73,0.00
48479,2020-12-21,167027,3268,1449,21,70301,23758.84,464.8582523719435,206.11,2.987155232500249
72021,2020-12-21,52180,0,492,0,3297,158265.09,0.00,1492.27,0.00
48459,2020-12-21,10235,190,162,2,57778,1771.44,32.88,28.04,0.35
35001,2020-12-21,255172,3223,2957,52,6223,410046.60,5179.174031817452,4751.73,83.56098344849751
17159,2020-12-21,8006,183,129,6,80710,991.95,22.673770288687894,15.98,0.7434023045471441
45047,2020-12-21,26017,630,298,5,3297,78911.13,1910.8280254777071,903.85,15.16530178950561
51610,2020-12-21,1033,42,12,0,113932,90.67,3.6864094372081597,1.05,0.00
45077,2020-12-21,60744,852,857,18,7707,78816.66,1105.4885169326587,1111.98,23.355391202802647
24021,2020-12-21,65616,1171,943,10,293566,2235.14,39.88881546228106,32.12,0.34063890232520116
13271,2020-12-21,5027,244,41,2,47334,1062.03,51.54856973845438,8.66,0.42252926015126546
33015,2020-12-21,60891,862,1371,5,22505,27056.65,383.0259942235059,609.20,2.221728504776716
20043,2020-12-21,4390,35,66,0,4725,9291.01,74.07407407407408,139.68,0.00
28159,2020-12-21,11301,303,112,7,196623,574.75,15.410201248073724,5.70,0.3560112499554986
35003,2020-12-21,375,21,4,0,15113,248.13,13.895321908290875,2.65,0.00
55017,2020-12-21,39595,457,195,4,7378,53666.31,619.4090539441584,264.30,5.421523448088912
13069,2020-12-21,25385,574,262,1,6503,39035.83,882.6695371367061,402.89,1.537751806858373
21035,2020-12-21,14863,133,98,2,194054,765.92,6.853762354808455,5.05,0.1030640955610294
29021,2020-12-21,53975,809,419,15,34937,15449.24,231.55966453902738,119.93,4.293442482182214
51019,2020-12-21,18001,186,307,1,36302,4958.68,51.236846454740785,84.57,0.27546691642333754
24003,2020-12-21,148586,2274,1535,22,135611,10956.78,167.6855122372079,113.19,1.622287277580727
20049,2020-12-21,596,0,13,0,0,inf,,inf,
24017,2020-12-21,37707,811,352,4,200837,1877.49,40.381005492015916,17.53,0.1991664882466876
72027,2020-12-21,5935,0,55,0,64407,921.48,0.00,8.54,0.00
777777,2020-12-21,2640825,172513,23926,209,597093,44228.03,2889.2149129197633,400.71,3.50
34009,2020-12-21,14703,877,165,4,43246,3399.85,202.7933219257272,38.15,0.9249410350090181
20055,2020-12-21,37083,253,141,9,191821,1933.21,13.189379682099457,7.35,0.4691874195213246
51013,2020-12-21,54340,1170,591,5,9520,57079.83,1228.9915966386554,620.80,5.2521008403361344
34019,2020-12-21,23037,937,299,1,1323,174126.98,7082.39,2260.02,7.558578987150416
17163,2020-12-21,132063,2242,1149,15,40957,32244.31,547.4033742705765,280.54,3.6623776155480137
12063,2020-12-21,30001,757,218,8,128149,2341.10,59.07,17.01,0.6242733068537405
13265,2020-12-21,330,0,2,0,210476,15.68,0.00,0.10,0.00
48469,2020-12-21,38451,774,187,2,10899,35279.38,710.1568951279934,171.58,1.8350307367648409
47167,2020-12-21,33186,334,527,7,9576,34655.39,348.7886382623225,550.33,7.309941520467836
72029,2020-12-21,9304,0,71,0,3752,24797.44,0.00,189.23,0.00
13067,2020-12-21,263344,3820,3410,18,364231,7230.14,104.87849743706603,93.62,0.49419187274010173
45069,2020-12-21,12058,157,87,2,0,inf,inf,inf,inf
29007,2020-12-21,11698,210,168,5,182917,639.53,11.480616891814321,9.18,0.2733480212336743
13267,2020-12-21,9175,243,77,1,16128,5688.86,150.66964285714286,47.74,0.6200396825396826
21041,2020-12-21,3421,47,67,1,52955,646.02,8.875460296478142,12.65,0.1888395807761307
34021,2020-12-21,119331,4876,1138,15,16499,72326.20,2955.3306260985514,689.74,9.09
45061,2020-12-21,7268,282,88,1,0,inf,inf,inf,inf
17165,2020-12-21,10442,238,175,3,39291,2657.61,60.573668270087296,44.54,0.7635336336565626
24013,2020-12-21,31251,1081,444,4,88606,3526.96,122.0007674423854,50.11,0.45143669728912267
55085,2020-12-21,19187,350,99,2,6447,29761.13,542.8881650380022,153.56,3.102218085931441
29009,2020-12-21,11741,244,88,2,457485,256.64,5.333508202454725,1.92,0.04
45067,2020-12-21,11392,369,165,2,0,inf,inf,inf,inf
48473,2020-12-21,11774,150,213,1,6440,18282.61,232.91925465838509,330.75,1.5527950310559007
24011,2020-12-21,8392,70,47,0,0,inf,inf,inf,
34013,2020-12-21,302651,16251,2549,33,69545,43518.73,2336.7603709828168,366.53,4.745129053131066
55019,2020-12-21,19975,347,185,2,20636,9679.69,168.15274277960845,89.65,0.9691800736576855
20057,2020-12-21,34788,70,97,0,0,inf,inf,inf,
29011,2020-12-21,5017,49,32,1,130501,384.44,3.7547604999195405,2.45,0.08
34011,2020-12-21,46571,1396,627,9,291053,1600.09,47.96,21.54,0.30922203172618046
45065,2020-12-21,2856,63,38,0,20986,1360.91,30.02001334222815,18.11,0.00
34015,2020-12-21,85369,2384,1003,25,84581,10093.17,281.85999219682907,118.58,2.955746562466748
47165,2020-12-21,95486,1231,1577,21,3507,272272.60,3510.122611919019,4496.72,59.880239520958085
48471,2020-12-21,38083,542,433,3,31864,11951.73,170.09791614361035,135.89,0.94
17035,2020-12-21,5942,162,86,3,28791,2063.84,56.267583619881215,29.87,1.0419922892570594
45063,2020-12-21,99184,1751,1285,7,847,1171003.54,20672.963400236127,15171.19,82.64462809917356
20059,2020-12-21,10310,119,122,0,234388,439.87,5.0770517261975865,5.21,0.00
21039,2020-12-21,1883,7,23,0,4501,4183.51,15.552099533437014,51.10,0.00
51011,2020-12-21,3953,42,80,0,8008,4936.31,52.44755244755245,99.90,0.00
29013,2020-12-21,4940,68,66,1,140385,351.89,4.843822345692204,4.70,0.07
8119,2020-12-21,6304,48,68,1,14028,4493.87,34.21727972626176,48.47,0.7128599942971201
34017,2020-12-21,274380,11585,2472,27,12761,215014.50,9078.442128359846,1937.15,21.158216440717812
17169,2020-12-21,3502,57,24,8,124964,280.24,4.56,1.92,0.6401843730994526
34007,2020-12-21,176321,5266,1952,23,28168,62596.21,1869.4973019028685,692.98,8.165293950582221
29015,2020-12-21,7740,97,84,4,129829,596.17,7.471366181669735,6.47,0.3080975745018447
1005,2020-12-21,9217,216,61,2,10759,8566.78,200.76215261641414,56.70,1.8589088205223534
53051,2020-12-21,2625,26,68,1,8960,2929.69,29.017857142857142,75.89,1.1160714285714286
5101,2020-12-21,3597,168,25,0,272811,131.85,6.158109460395659,0.92,0.00
29003,2020-12-21,6983,91,62,0,313362,222.84,2.9039896349908414,1.98,0.00
1097,2020-12-21,161360,2808,1333,26,43358,37215.74,647.6313483094239,307.44,5.996586558420591
17161,2020-12-21,71669,1501,489,21,263179,2723.20,57.03342591924128,18.58,0.7979360055323562
51015,2020-12-21,17836,142,371,6,7637,23354.72,185.93688621186328,485.79,7.86
34029,2020-12-21,195547,8697,2432,47,78897,24785.10,1102.323282254078,308.25,5.957133984815646
34003,2020-12-21,298296,15648,2493,43,53424,55835.58,2929.0206648697213,466.64,8.048817011081162
51600,2020-12-21,1817,70,36,0,609,29835.80,1149.4252873563219,591.13,0.00
48465,2020-12-21,26812,1015,398,3,1337,200538.52,7591.623036649215,2976.81,22.43829468960359
13269,2020-12-21,3326,91,24,0,40943,812.35,22.226021542143958,5.86,0.00
48477,2020-12-21,9062,399,86,1,364,248956.04,10961.538461538463,2362.64,27.472527472527474
1095,2020-12-21,57393,481,569,7,14679,39098.71,327.6789972068942,387.63,4.768717215069146
21037,2020-12-21,28811,191,399,10,6328,45529.39,301.8331226295828,630.53,15.802781289506953
29017,2020-12-21,6453,77,23,1,60249,1071.06,12.780295108632508,3.82,0.16597785855366895
45055,2020-12-21,24205,501,223,1,490,493979.59,10224.489795918367,4551.02,20.408163265306126
13043,2020-12-21,4488,250,12,1,135730,330.66,18.41891991453621,0.88,0.07
34031,2020-12-21,259517,9709,1950,21,2541,1021318.38,38209.36639118457,7674.14,82.64462809917356
45057,2020-12-21,31052,531,447,5,546,568717.95,9725.274725274725,8186.81,91.57509157509158
54025,2020-12-21,7372,139,231,6,9149,8057.71,151.93,252.49,6.558093780741064
47163,2020-12-21,65046,1094,1239,20,5775,112633.77,1894.3722943722944,2145.45,34.63203463203463
13167,2020-12-21,4230,224,56,0,110481,382.87,20.27497940822404,5.07,0.00
48475,2020-12-21,5102,55,80,1,168,303690.48,3273.809523809524,4761.90,59.52380952380952
20053,2020-12-21,6775,28,84,0,4963,13651.02,56.41748942172073,169.25,0.00
51595,2020-12-21,2636,203,18,0,203049,129.82,9.997586789395664,0.89,0.00
34023,2020-12-21,276121,11085,3340,49,97601,28290.80,1135.746559973771,342.21,5.020440364340529
45059,2020-12-21,21364,506,230,1,5698,37493.86,888.03,403.65,1.755001755001755
22019,2020-12-21,86247,1883,718,14,5579,154592.22,3375.1568381430366,1286.97,25.09410288582183
24015,2020-12-21,21323,444,325,8,101738,2095.87,43.641510546698385,31.94,0.7863335233639348
72025,2020-12-21,27672,0,266,0,5649,48985.66,0.00,470.88,0.00
24009,2020-12-21,13738,305,122,3,132398,1037.63,23.03660176135591,9.21,0.22658952552153355
48467,2020-12-21,15831,378,120,8,302456,523.41,12.497685613775227,3.97,0.26450128283122176
45071,2020-12-21,17752,487,191,1,5579,31819.32,872.9162932425166,342.36,1.792435920415845
34025,2020-12-21,190851,6717,2558,24,32375,58950.12,2074.7490347490348,790.12,7.4131274131274125
17167,2020-12-21,86796,1121,581,25,33838,25650.45,331.28,171.70,7.388143507299486
29005,2020-12-21,1774,28,5,0,260155,68.19,1.076281447598547,0.19,0.00
55087,2020-12-21,115437,1043,611,10,10353,111501.01,1007.4374577417174,590.17,9.659036028204385
34005,2020-12-21,126394,4088,1475,27,75586,16721.88,540.8408964623079,195.14,3.5720900695896063
47169,2020-12-21,14416,84,76,0,10759,13399.01,78.07417046193885,70.64,0.00
20051,2020-12-21,21042,214,206,1,71036,2962.16,30.12557013345346,29.00,0.14077369221239935
20061,2020-12-21,10567,59,153,4,140539,751.89,4.198122940963007,10.89,0.28461850447206827
34027,2020-12-21,125184,6469,1386,31,115843,10806.35,558.4282175012733,119.64,2.6760356689657554
6109,2020-12-21,15102,135,792,1,253218,596.40,5.331374546833163,31.28,0.04
72019,2020-12-21,6559,0,34,0,28028,2340.16,0.00,12.13,0.00
55091,2020-12-21,4311,31,41,1,156058,276.24,1.9864409386253827,2.63,0.06
47183,2020-12-21,19051,282,307,3,557242,341.88,5.060637927507259,5.51,0.05
23031,2020-12-21,25609,327,551,4,5999,42688.78,545.0908484747457,918.49,6.667777962993832
22025,2020-12-21,5244,137,51,1,22120,2370.71,61.93490054249548,23.06,0.45207956600361665
35035,2020-12-21,21280,238,126,2,24017,8860.39,99.09647333139027,52.46,0.8327434733730275
45087,2020-12-21,9547,246,106,2,6370,14987.44,386.18524332810046,166.41,3.1397174254317113
45025,2020-12-21,14501,400,117,1,34951,4148.95,114.44593859975394,33.48,0.28611484649938485
13277,2020-12-21,21655,556,191,1,28973,7474.20,191.90280606081527,65.92,0.3451489317640562
32033,2020-12-21,2245,21,17,0,54495,411.96,3.8535645472061657,3.12,0.00
28141,2020-12-21,9719,341,107,3,10241,9490.28,332.9752953813104,104.48,2.9294014256420273
11001,2020-12-21,182558,5102,1702,26,216825,8419.60,235.30496944540528,78.50,1.1991237172835236
47157,2020-12-21,418034,5548,4624,65,6230,671001.61,8905.30,7422.15,104.3338683788122
20029,2020-12-21,5527,14,55,0,1225,45118.37,114.28571428571429,448.98,0.00
51550,2020-12-21,56875,644,815,6,191331,2972.60,33.66,42.60,0.3135926744751243
35037,2020-12-21,2221,41,11,1,48314,459.70,8.486153081922424,2.28,0.20697934346152255
8115,2020-12-21,834,14,5,0,14868,560.94,9.416195856873822,3.36,0.00
1093,2020-12-21,12621,292,172,2,441182,286.07,6.6185837137507875,3.90,0.045332765162676626
55015,2020-12-21,33407,223,152,2,80794,4134.84,27.601059484615195,18.81,0.24754313439116768
8003,2020-12-21,6027,148,85,1,106015,568.50,13.960288638400227,8.02,0.09
51027,2020-12-21,4299,168,33,0,116522,368.94,14.417878168929473,2.83,0.00
13163,2020-12-21,8221,280,80,0,69636,1180.57,40.20908725371934,11.49,0.00
45023,2020-12-21,13671,291,160,3,414792,329.59,7.015564427472082,3.86,0.07
48443,2020-12-21,371,7,13,0,130256,28.48,0.5374032674118658,1.00,0.00
28143,2020-12-21,4784,133,25,0,26719,1790.49,49.77731202515064,9.36,0.00
48445,2020-12-21,8592,245,130,1,14448,5946.84,169.5736434108527,89.98,0.6921373200442967
55081,2020-12-21,22554,145,201,1,15463,14585.79,93.77223048567548,129.99,0.6467050378322448
54021,2020-12-21,1877,3,36,1,6104,3075.03,4.91,58.98,1.6382699868938402
28145,2020-12-21,16727,189,283,0,266273,628.19,7.097978390599122,10.63,0.00
17029,2020-12-21,27546,474,266,3,12117,22733.35,391.1859371131468,219.53,2.475860361475613
29029,2020-12-21,20138,408,135,8,9170,21960.74,444.92911668484186,147.22,8.724100327153762
48487,2020-12-21,8067,178,100,4,7154,11276.21,248.8118535085267,139.78,5.591277606933184
20031,2020-12-21,3042,70,63,0,4949,6146.70,141.44271570014143,127.30,0.00
17155,2020-12-21,2082,0,11,0,56938,365.66,0.00,1.93,0.00
51025,2020-12-21,3795,56,34,0,50589,750.16,11.069600110696001,6.72,0.00
35031,2020-12-21,61885,2243,617,12,47187,13114.84,475.3427850891135,130.76,2.54
32510,2020-12-21,30487,287,588,10,35861,8501.44,80.03123170017568,163.97,2.7885446585427065
45027,2020-12-21,11112,512,101,2,6377,17425.12,802.8853692959071,158.38,3.1362709738121373
24031,2020-12-21,288230,7366,2451,40,183869,15675.83,400.6113047876477,133.30,2.1754618777499197
53049,2020-12-21,3156,21,192,0,189651,166.41,1.1072970878086592,10.12,0.00
17181,2020-12-21,10386,207,97,1,107583,965.39,19.240958143944674,9.02,0.09
35033,2020-12-21,541,0,14,0,54243,99.74,0.00,2.58,0.00
20073,2020-12-21,2635,14,36,0,82495,319.41,1.6970725498515062,4.36,0.00
72013,2020-12-21,14517,0,213,0,9471,15327.84,0.00,224.90,0.00
21053,2020-12-21,5099,116,94,1,3787,13464.48,306.3110641668867,248.22,2.6406126221283337
45029,2020-12-21,12000,366,104,2,11487,10446.59,318.62104988247586,90.54,1.741098633237573
35039,2020-12-21,13640,239,230,5,22008,6197.75,108.59687386404944,104.51,2.271901126862959
51620,2020-12-21,4335,119,30,0,58072,746.49,20.491803278688526,5.17,0.00
28137,2020-12-21,15196,374,130,2,179571,846.24,20.83,7.24,0.11137655857571657
21055,2020-12-21,2202,21,13,0,10969,2007.48,19.14486279514997,11.85,0.00
35045,2020-12-21,59611,1907,876,13,46711,12761.66,408.25501487872236,187.54,2.783070368863865
54031,2020-12-21,4135,39,111,4,26516,1559.44,14.70810076934681,41.86,1.508523155830442
17153,2020-12-21,3617,14,33,0,1043,34678.81,134.2281879194631,316.40,0.00
45019,2020-12-21,156272,2171,940,9,0,inf,inf,inf,inf
24035,2020-12-21,9894,189,97,0,212261,466.12,8.904132176895425,4.57,0.00
48489,2020-12-21,11108,427,77,0,34251,3243.12,124.66789290823627,22.48,0.00
20025,2020-12-21,1244,28,10,0,95858,129.78,2.9209872937052723,1.04,0.00
51029,2020-12-21,8422,70,76,0,21609,3897.45,32.39390994493035,35.17,0.00
23029,2020-12-21,1883,14,86,0,115815,162.59,1.2088244182532488,7.43,0.00
17185,2020-12-21,6431,70,109,0,21931,2932.38,31.91828917969997,49.70,0.00
35047,2020-12-21,4725,19,102,1,64722,730.05,2.935632397021106,15.76,0.1545069682642687
13279,2020-12-21,13593,490,150,0,154210,881.46,31.774852473899227,9.73,0.00
32027,2020-12-21,2197,7,13,0,14693,1495.27,4.764173415912339,8.85,0.00
45091,2020-12-21,90825,1143,1220,13,10703,84859.39,1067.9248808745213,1139.87,12.146127254040923
29033,2020-12-21,4084,59,49,1,45752,892.64,12.895611120825318,10.71,0.21856968001398844
17027,2020-12-21,28670,533,249,5,64603,4437.87,82.50390848722195,38.54,0.7739578657337894
45017,2020-12-21,4899,133,62,0,97685,501.51,13.615191687567181,6.35,0.00
48439,2020-12-21,895194,8758,11692,181,10080,888089.29,8688.492063492064,11599.21,179.56349206349205
22011,2020-12-21,11680,350,144,0,69699,1675.78,50.215928492517826,20.66,0.00
55021,2020-12-21,29660,179,173,8,41580,7133.24,43.04954304954305,41.61,1.924001924001924
32029,2020-12-21,455,14,0,0,28287,160.85,4.949269982677555,0.00,0.00
24033,2020-12-21,347401,7133,2973,43,87962,39494.44,810.9183511061594,337.99,4.888474568563699
48441,2020-12-21,70760,1182,803,13,227598,3108.99,51.933672527878095,35.28,0.5711825235722634
32031,2020-12-21,226849,2792,2326,47,32438,69933.10,860.7189099204636,717.06,14.489179357543621
21031,2020-12-21,5123,112,57,0,15939,3214.13,70.26789635485288,35.76,0.00
29031,2020-12-21,49089,705,462,12,162407,3022.59,43.40945895189247,28.45,0.7388844076917866
17183,2020-12-21,37945,552,712,8,805,471366.46,6857.142857142857,8844.72,99.37888198757764
28139,2020-12-21,12089,259,178,3,85414,1415.34,30.32289788559253,20.84,0.3512304774392957
72037,2020-12-21,1977,0,22,0,25620,771.66,0.00,8.59,0.00
35041,2020-12-21,9183,140,182,2,316841,289.83,4.418620064953715,5.74,0.06
45089,2020-12-21,13402,386,141,3,1295,103490.35,2980.6949806949806,1088.80,23.166023166023166
55095,2020-12-21,19731,150,177,1,213451,924.38,7.027373964047954,8.29,0.05
20075,2020-12-21,1235,0,8,0,8330,1482.59,0.00,9.60,0.00
72011,2020-12-21,4205,0,72,0,158032,266.09,0.00,4.56,0.00
13259,2020-12-21,4602,119,14,0,0,inf,inf,inf,
20027,2020-12-21,3695,101,82,3,0,inf,inf,inf,inf
45021,2020-12-21,18761,520,169,3,11088,16920.09,468.97546897546897,152.42,2.705627705627706
13071,2020-12-21,20290,360,110,1,288645,702.94,12.472067764901523,3.81,0.034644632680282006
35043,2020-12-21,50145,780,684,14,62657,8003.10,124.48728793271302,109.17,2.2343872193051055
47185,2020-12-21,16935,234,259,8,334586,506.15,6.993717609224535,7.74,0.2391014567256251
51005,2020-12-21,3944,134,103,2,73794,534.46,18.158657885464944,13.96,0.27102474455917824
12061,2020-12-21,40656,1056,422,6,62692,6485.04,168.4425445032859,67.31,0.9570599119504881
35029,2020-12-21,15454,261,70,2,27433,5633.36,95.14088871067692,25.52,0.73
47181,2020-12-21,15583,110,135,1,499520,311.96,2.2021140294682895,2.70,0.020019218449711725
45039,2020-12-21,8594,348,95,3,37975,2263.07,91.63923633969716,25.02,0.7899934167215273
47159,2020-12-21,12831,155,222,3,2513,51058.50,616.79,883.41,11.937922801432551
35015,2020-12-21,27429,420,352,4,22232,12337.62,188.9168765743073,158.33,1.799208348326736
47177,2020-12-21,25942,187,671,5,4214,61561.46,443.75889890840057,1592.31,11.865211200759374
20069,2020-12-21,3481,40,25,3,20524,1696.06,19.489378288832587,12.18,1.4617033716624441
48483,2020-12-21,2263,49,7,0,23751,952.80,20.63,2.95,0.00
72017,2020-12-21,3938,0,41,0,1869,21070.09,0.00,219.37,0.00
12065,2020-12-21,6090,96,48,3,2163,28155.34,443.82801664355065,221.91,13.869625520110958
17157,2020-12-21,20553,230,208,4,21658,9489.80,106.19632468371965,96.04,1.8468926031951243
45037,2020-12-21,9921,180,111,1,11928,8317.40,150.90543259557344,93.06,0.8383635144198525
35017,2020-12-21,5091,62,134,1,61558,827.02,10.07180220280061,21.77,0.1624484226258163
17177,2020-12-21,21008,359,176,8,90153,2330.26,39.82119286102514,19.52,0.89
33007,2020-12-21,3207,96,77,3,143885,222.89,6.671994996003753,5.35,0.20849984362511728
29025,2020-12-21,3397,21,41,0,104769,324.24,2.0044097013429547,3.91,0.00
20037,2020-12-21,20997,177,247,3,12761,16454.04,138.70386333359454,193.56,2.350912937857535
28151,2020-12-21,26481,773,200,2,120694,2194.06,64.04626576300396,16.57,0.16570832021475798
21049,2020-12-21,9034,96,120,2,281995,320.36,3.4043156793560168,4.26,0.07
35019,2020-12-21,3292,21,106,0,97293,338.36,2.158428663932657,10.89,0.00
12089,2020-12-21,27783,447,391,1,129794,2140.55,34.439188252153414,30.12,0.08
24025,2020-12-21,53158,905,570,15,86618,6137.06,104.4817474427948,65.81,1.7317416703225657
24027,2020-12-21,70215,1178,573,7,13027,53899.59,904.2757350118984,439.86,5.373455131649651
28153,2020-12-21,10629,175,97,0,135590,783.91,12.906556530717605,7.15,0.00
45081,2020-12-21,6310,189,47,0,0,inf,inf,inf,
33011,2020-12-21,100694,2640,1933,25,23744,42408.19,1111.8598382749326,814.10,10.528975741239892
48455,2020-12-21,2188,63,20,0,0,inf,inf,inf,
53053,2020-12-21,170764,2123,1684,12,46228,36939.52,459.2454789305183,364.28,2.595829367482911
13165,2020-12-21,3638,238,12,0,178885,203.37,13.304637057327334,0.67,0.00
35009,2020-12-21,26113,266,143,4,38031,6866.24,69.94,37.60,1.051773553154006
45079,2020-12-21,166717,2224,1373,8,8393,198638.15,2649.8272369832002,1635.89,9.531752651018707
28155,2020-12-21,4475,118,47,1,277886,161.04,4.246345623744989,1.69,0.04
45041,2020-12-21,60392,1625,881,12,4991,121001.80,3255.860548988179,1765.18,24.043277900220396
1099,2020-12-21,6951,70,107,0,27587,2519.67,25.37427048972342,38.79,0.00
51580,2020-12-21,2151,26,54,1,8673,2480.11,29.97809293208809,62.26,1.1530035743110805
51021,2020-12-21,2819,42,47,0,10486,2688.35,40.05340453938585,44.82,0.00
35011,2020-12-21,553,0,9,0,65100,84.95,0.00,1.38,0.00
13273,2020-12-21,3613,238,37,0,41888,862.54,56.81818181818182,8.83,0.00
17175,2020-12-21,2839,90,31,7,82075,345.90,10.965580261955527,3.78,0.8528784648187633
20039,2020-12-21,1578,7,8,0,1841,8571.43,38.02281368821293,43.45,0.00
35013,2020-12-21,112874,1764,714,22,44177,25550.40,399.30280462684203,161.62,4.979966951128415
17031,2020-12-21,2560332,53398,17541,362,130102,196794.21,4104.318150374322,1348.25,27.824322454689398
33009,2020-12-21,6441,50,124,4,43771,1471.52,11.42308834616527,28.33,0.9138470676932214
22015,2020-12-21,54355,1212,632,15,48300,11253.62,250.93167701863356,130.85,3.1055900621118013
48453,2020-12-21,313073,3600,3173,15,115815,27032.16,310.84056469369256,273.97,1.2951690195570522
13171,2020-12-21,6553,206,126,1,206612,317.16,9.970379261611136,6.10,0.05
24001,2020-12-21,34614,927,442,25,190043,1821.38,48.778434354330344,23.26,1.3154917571286497
8121,2020-12-21,2250,70,36,0,97944,229.72,7.15,3.68,0.00
35025,2020-12-21,42733,511,503,7,95410,4478.88,53.55832721936904,52.72,0.7336757153338225
33003,2020-12-21,4889,17,104,1,79107,618.02,2.1489880794367124,13.15,0.1264110634962772
51570,2020-12-21,3740,186,42,1,1974,18946.30,942.2492401215806,212.77,5.065856129685917
13275,2020-12-21,16771,581,250,0,128989,1300.19,45.04260053182829,19.38,0.00
72015,2020-12-21,1997,0,24,0,9135,2186.10,0.00,26.27,0.00
20071,2020-12-21,627,0,1,0,40621,154.35,0.00,0.25,0.00
22013,2020-12-21,7445,284,73,5,67249,1107.08,42.23111124328986,10.86,0.7435054796353849
24029,2020-12-21,4290,181,71,1,479437,89.48,3.775261400350828,1.48,0.020857797791993527
55093,2020-12-21,23189,204,223,4,7938,29212.65,256.9916855631142,280.93,5.039052658100277
28147,2020-12-21,6307,224,42,0,222404,283.58,10.071761299257208,1.89,0.00
35027,2020-12-21,6710,69,35,1,2800,23964.29,246.42857142857144,125.00,3.5714285714285716
45085,2020-12-21,34800,774,220,4,7574,45946.66,1021.9170847636652,290.47,5.281225244256667
21051,2020-12-21,9235,56,139,0,14287,6463.92,39.19647231749143,97.29,0.00
20033,2020-12-21,908,22,10,2,103614,87.63,2.1232651958229583,0.97,0.19
45031,2020-12-21,27130,585,428,2,3101,87487.91,1886.4882296033538,1380.20,6.449532408900354
17179,2020-12-21,63736,1091,781,17,16989,37516.04,642.18,459.71,10.006474777797397
35028,2020-12-21,1613,0,29,0,12537,1286.59,0.00,23.13,0.00
48447,2020-12-21,324,16,3,1,4893,662.17,32.699775189045575,6.13,2.0437359493153484
33001,2020-12-21,10070,277,337,4,54334,1853.35,50.98096955865572,62.02,0.74
