geoid,period,confirmed_cases_total,death_total,cases,death,pop,confirmed_rate_total,death_rate_tatal,confirmed_rate,death_rate
48453,2020-03-16,20,0,6,0,66180,3.02,0.00,0.91,0.00
5025,2020-03-16,1,0,1,0,16639,0.60,0.00,0.60,0.00
55079,2020-03-16,28,0,13,0,3208,87.28,0.00,40.52,0.00
29189,2020-03-16,13,0,3,0,57092,2.28,0.00,0.53,0.00
6077,2020-03-16,38,0,9,0,52906,7.18,0.00,1.70,0.00
26029,2020-03-16,4,0,1,0,24460,1.64,0.00,0.41,0.00
13185,2020-03-16,9,0,3,0,331098,0.27,0.00,0.09,0.00
6079,2020-03-16,6,0,3,0,47991,1.25,0.00,0.63,0.00
13217,2020-03-16,2,0,1,0,25498,0.78,0.00,0.39,0.00
26017,2020-03-16,4,0,1,0,1924,20.79,0.00,5.20,0.00
6081,2020-03-16,170,2,33,1,162925,10.43,0.12275586926499923,2.03,0.06
8101,2020-03-16,4,0,1,0,38468,1.04,0.00,0.26,0.00
6083,2020-03-16,2,0,1,0,20236,0.99,0.00,0.49,0.00
25027,2020-03-16,23,0,7,0,132454,1.74,0.00,0.53,0.00
17027,2020-03-16,2,0,1,0,18458,1.08,0.00,0.54,0.00
25025,2020-03-16,188,0,32,0,139090,13.52,0.00,2.30,0.00
25023,2020-03-16,8,0,5,0,12412,6.45,0.00,4.03,0.00
25021,2020-03-16,187,0,26,0,917,2039.26,0.00,283.53,0.00
46099,2020-03-16,20,0,4,0,0,inf,,inf,
6085,2020-03-16,581,13,95,3,190225,30.54,0.6834012353791563,4.99,0.1577079773951899
25017,2020-03-16,414,0,68,0,57883,71.52,0.00,11.75,0.00
17111,2020-03-16,12,0,2,0,218022,0.55,0.00,0.09,0.00
1117,2020-03-16,5,0,3,0,8070,6.20,0.00,3.72,0.00
25013,2020-03-16,2,0,1,0,22812,0.88,0.00,0.44,0.00
6087,2020-03-16,14,0,0,0,368683,0.38,0.00,0.00,0.00
25009,2020-03-16,24,0,7,0,38129,6.29,0.00,1.84,0.00
40071,2020-03-16,2,0,1,0,9938,2.01,0.00,1.01,0.00
25005,2020-03-16,4,0,2,0,37188,1.08,0.00,0.54,0.00
6089,2020-03-16,7,0,0,0,101115,0.69,0.00,0.00,0.00
47187,2020-03-16,67,0,16,0,1365,490.84,0.00,117.22,0.00
25003,2020-03-16,63,0,6,0,16163,38.98,0.00,3.71,0.00
25001,2020-03-16,3,0,1,0,11856,2.53,0.00,0.84,0.00
22005,2020-03-16,1,0,1,0,4928,2.03,0.00,2.03,0.00
24510,2020-03-16,2,0,1,0,57896,0.35,0.00,0.17,0.00
39151,2020-03-16,11,0,3,0,5376,20.46,0.00,5.58,0.00
6095,2020-03-16,88,0,3,0,282380,3.12,0.00,0.11,0.00
5079,2020-03-16,1,0,1,0,63,158.73,0.00,158.73,0.00
46087,2020-03-16,4,0,1,0,6560,6.10,0.00,1.52,0.00
48039,2020-03-16,6,0,2,0,7092,8.46,0.00,2.82,0.00
6057,2020-03-16,1,0,1,0,2952,3.39,0.00,3.39,0.00
12089,2020-03-16,7,0,1,0,129794,0.54,0.00,0.08,0.00
26163,2020-03-16,43,0,13,0,111825,3.85,0.00,1.16,0.00
18179,2020-03-16,3,0,1,0,12684,2.37,0.00,0.79,0.00
26161,2020-03-16,23,0,7,0,32140,7.16,0.00,2.18,0.00
6059,2020-03-16,83,0,17,0,330589,2.51,0.00,0.51,0.00
26147,2020-03-16,7,0,2,0,12465,5.62,0.00,1.60,0.00
46023,2020-03-16,7,0,1,0,127428,0.55,0.00,0.08,0.00
48037,2020-03-16,1,0,1,0,2960,3.38,0.00,3.38,0.00
26139,2020-03-16,2,0,1,0,176,113.64,0.00,56.82,0.00
6061,2020-03-16,52,7,1,0,105231,4.94,0.6652032195835829,0.10,0.00
26125,2020-03-16,48,0,14,0,101913,4.71,0.00,1.37,0.00
48029,2020-03-16,81,0,2,0,6188,130.90,0.00,3.23,0.00
6075,2020-03-16,192,0,27,0,60816,31.57,0.00,4.44,0.00
6065,2020-03-16,60,2,10,2,278467,2.15,0.07,0.36,0.07
17143,2020-03-16,1,0,1,0,4078,2.45,0.00,2.45,0.00
26115,2020-03-16,3,0,1,0,21768,1.38,0.00,0.46,0.00
6067,2020-03-16,142,8,23,2,8498,167.10,9.413979759943516,27.07,2.353494939985879
26099,2020-03-16,14,0,6,0,61480,2.28,0.00,0.98,0.00
46035,2020-03-16,14,7,2,1,301,465.12,232.5581395348837,66.45,33.222591362126245
9009,2020-03-16,8,0,4,0,65997,1.21,0.00,0.61,0.00
1125,2020-03-16,9,0,3,0,154992,0.58,0.00,0.19,0.00
26089,2020-03-16,4,0,1,0,17860,2.24,0.00,0.56,0.00
6069,2020-03-16,4,0,1,0,70776,0.57,0.00,0.14,0.00
26081,2020-03-16,19,0,5,0,13795,13.77,0.00,3.62,0.00
6071,2020-03-16,3,0,2,0,17474,1.72,0.00,1.14,0.00
48027,2020-03-16,4,0,1,0,52608,0.76,0.00,0.19,0.00
26065,2020-03-16,5,0,1,0,267120,0.19,0.00,0.04,0.00
6073,2020-03-16,124,0,54,0,138278,8.97,0.00,3.91,0.00
26117,2020-03-16,5,0,1,0,3210,15.58,0.00,3.12,0.00
47013,2020-03-16,3,0,1,0,1281,23.42,0.00,7.81,0.00
24041,2020-03-16,1,0,1,0,12613,0.79,0.00,0.79,0.00
6097,2020-03-16,29,0,5,0,97559,2.97,0.00,0.51,0.00
777777,2020-03-16,1403,13,444,7,597093,23.50,0.2177215274672455,7.44,0.1172346686362091
23005,2020-03-16,26,0,13,0,17916,14.51,0.00,7.26,0.00
47155,2020-03-16,1,0,1,0,26834,0.37,0.00,0.37,0.00
23001,2020-03-16,5,0,1,0,73830,0.68,0.00,0.14,0.00
8001,2020-03-16,25,0,8,0,38280,6.53,0.00,2.09,0.00
17043,2020-03-16,7,0,5,0,115449,0.61,0.00,0.43,0.00
8005,2020-03-16,55,0,14,0,152313,3.61,0.00,0.92,0.00
8045,2020-03-16,3,0,2,0,2294,13.08,0.00,8.72,0.00
1051,2020-03-16,4,0,1,0,36256,1.10,0.00,0.28,0.00
22109,2020-03-16,7,0,2,0,130096,0.54,0.00,0.15,0.00
22051,2020-03-16,52,0,20,0,422156,1.23,0.00,0.47,0.00
8013,2020-03-16,15,0,7,0,23445,6.40,0.00,2.99,0.00
47065,2020-03-16,4,0,1,0,120,333.33,0.00,83.33,0.00
22103,2020-03-16,16,0,6,0,116104,1.38,0.00,0.52,0.00
5051,2020-03-16,4,0,2,0,4614,8.67,0.00,4.33,0.00
47149,2020-03-16,4,0,1,0,1580,25.32,0.00,6.33,0.00
5041,2020-03-16,1,0,1,0,4665,2.14,0.00,2.14,0.00
5023,2020-03-16,1,0,1,0,91,109.89,0.00,109.89,0.00
47089,2020-03-16,4,0,1,0,4324,9.25,0.00,2.31,0.00
22057,2020-03-16,4,0,2,0,29130,1.37,0.00,0.69,0.00
22095,2020-03-16,3,0,1,0,0,inf,,inf,
8031,2020-03-16,115,0,25,0,179032,6.42,0.00,1.40,0.00
40017,2020-03-16,1,0,1,0,5605,1.78,0.00,1.78,0.00
22089,2020-03-16,8,0,3,0,2844,28.13,0.00,10.55,0.00
22087,2020-03-16,3,0,2,0,15718,1.91,0.00,1.27,0.00
8035,2020-03-16,33,0,5,0,51114,6.46,0.00,0.98,0.00
47093,2020-03-16,5,0,1,0,22635,2.21,0.00,0.44,0.00
8037,2020-03-16,112,0,32,0,13468,83.16,0.00,23.76,0.00
18141,2020-03-16,6,0,1,0,1194,50.25,0.00,8.38,0.00
22071,2020-03-16,279,6,95,3,124040,22.49,0.4837149306675266,7.66,0.2418574653337633
8019,2020-03-16,4,0,1,0,54076,0.74,0.00,0.18,0.00
23015,2020-03-16,3,0,2,0,60714,0.49,0.00,0.33,0.00
47157,2020-03-16,12,0,1,0,6230,19.26,0.00,1.61,0.00
1073,2020-03-16,38,0,17,0,103340,3.68,0.00,1.65,0.00
10003,2020-03-16,28,0,8,0,160026,1.75,0.00,0.50,0.00
6099,2020-03-16,13,0,3,0,97368,1.34,0.00,0.31,0.00
17031,2020-03-16,309,0,65,0,130102,23.75,0.00,5.00,0.00
6107,2020-03-16,12,0,3,0,156190,0.77,0.00,0.19,0.00
39153,2020-03-16,6,0,2,0,7203,8.33,0.00,2.78,0.00
24033,2020-03-16,46,0,9,0,87962,5.23,0.00,1.02,0.00
6111,2020-03-16,25,0,5,0,6251,39.99,0.00,8.00,0.00
5069,2020-03-16,15,0,5,0,4122,36.39,0.00,12.13,0.00
24031,2020-03-16,62,0,11,0,183869,3.37,0.00,0.60,0.00
24027,2020-03-16,2,0,1,0,3722,5.37,0.00,2.69,0.00
22015,2020-03-16,3,0,1,0,20700,1.45,0.00,0.48,0.00
6113,2020-03-16,11,0,1,0,235340,0.47,0.00,0.04,0.00
17035,2020-03-16,3,0,1,0,12339,2.43,0.00,0.81,0.00
24025,2020-03-16,10,0,1,0,86618,1.15,0.00,0.12,0.00
17097,2020-03-16,16,0,6,0,18018,8.88,0.00,3.33,0.00
22017,2020-03-16,10,0,3,0,207612,0.48,0.00,0.14,0.00
39155,2020-03-16,8,0,2,0,0,inf,,inf,
17089,2020-03-16,15,0,3,0,57624,2.60,0.00,0.52,0.00
47163,2020-03-16,7,0,1,0,5775,12.12,0.00,1.73,0.00
1081,2020-03-16,2,0,1,0,30824,0.65,0.00,0.32,0.00
47037,2020-03-16,75,0,24,0,6531,114.84,0.00,36.75,0.00
24003,2020-03-16,6,0,2,0,77492,0.77,0.00,0.26,0.00
1083,2020-03-16,4,0,1,0,2152,18.59,0.00,4.65,0.00
27003,2020-03-16,11,0,3,0,114310,0.96,0.00,0.26,0.00
24005,2020-03-16,14,0,4,0,226914,0.62,0.00,0.18,0.00
24013,2020-03-16,3,0,1,0,37974,0.79,0.00,0.26,0.00
39157,2020-03-16,3,0,1,0,0,inf,,inf,
24017,2020-03-16,4,0,1,0,114764,0.35,0.00,0.09,0.00
11001,2020-03-16,89,0,18,0,216825,4.10,0.00,0.83,0.00
24021,2020-03-16,1,0,1,0,41938,0.24,0.00,0.24,0.00
1101,2020-03-16,5,0,2,0,8280,6.04,0.00,2.42,0.00
40065,2020-03-16,3,0,1,0,1482,20.24,0.00,6.75,0.00
6055,2020-03-16,7,0,0,0,78211,0.90,0.00,0.00,0.00
13113,2020-03-16,18,0,4,0,378245,0.48,0.00,0.11,0.00
28083,2020-03-16,4,0,1,0,105280,0.38,0.00,0.09,0.00
21067,2020-03-16,29,0,2,0,8540,33.96,0.00,2.34,0.00
55117,2020-03-16,12,0,3,0,5628,21.32,0.00,5.33,0.00
40119,2020-03-16,2,0,1,0,3782,5.29,0.00,2.64,0.00
48157,2020-03-16,54,0,3,0,67151,8.04,0.00,0.45,0.00
28109,2020-03-16,6,0,2,0,161560,0.37,0.00,0.12,0.00
55133,2020-03-16,12,0,3,0,159648,0.75,0.00,0.19,0.00
9003,2020-03-16,8,0,4,0,43887,1.82,0.00,0.91,0.00
12086,2020-03-16,55,0,23,0,90570,6.07,0.00,2.54,0.00
55139,2020-03-16,5,0,3,0,16464,3.04,0.00,1.82,0.00
13223,2020-03-16,1,0,1,0,33081,0.30,0.00,0.30,0.00
28095,2020-03-16,1,0,1,0,80555,0.12,0.00,0.12,0.00
55141,2020-03-16,1,0,1,0,2976,3.36,0.00,3.36,0.00
45039,2020-03-16,1,0,1,0,5425,1.84,0.00,1.84,0.00
50017,2020-03-16,1,0,1,0,27345,0.37,0.00,0.37,0.00
48141,2020-03-16,6,0,2,0,35864,1.67,0.00,0.56,0.00
56013,2020-03-16,11,0,8,0,1560,70.51,0.00,51.28,0.00
51041,2020-03-16,4,0,2,0,28134,1.42,0.00,0.71,0.00
27009,2020-03-16,1,0,1,0,16814,0.59,0.00,0.59,0.00
45045,2020-03-16,2,0,1,0,936,21.37,0.00,10.68,0.00
2090,2020-03-16,2,0,2,0,2565,7.80,0.00,7.80,0.00
12033,2020-03-16,1,0,1,0,29698,0.34,0.00,0.34,0.00
40109,2020-03-16,5,0,2,0,9452,5.29,0.00,2.12,0.00
45051,2020-03-16,6,0,3,0,2912,20.60,0.00,10.30,0.00
12031,2020-03-16,12,0,5,0,125460,0.96,0.00,0.40,0.00
42125,2020-03-16,4,0,1,0,84556,0.47,0.00,0.12,0.00
39093,2020-03-16,6,0,3,0,7479,8.02,0.00,4.01,0.00
48121,2020-03-16,2,0,1,0,1200,16.67,0.00,8.33,0.00
48167,2020-03-16,4,0,1,0,3380,11.83,0.00,2.96,0.00
16001,2020-03-16,7,0,2,0,428,163.55,0.00,46.73,0.00
13151,2020-03-16,5,0,2,0,1900,26.32,0.00,10.53,0.00
48183,2020-03-16,6,0,1,0,74334,0.81,0.00,0.13,0.00
12081,2020-03-16,23,0,3,0,110068,2.09,0.00,0.27,0.00
16013,2020-03-16,6,0,2,0,1194,50.25,0.00,16.75,0.00
19027,2020-03-16,5,0,1,0,2990,16.72,0.00,3.34,0.00
29083,2020-03-16,4,0,1,0,34936,1.14,0.00,0.29,0.00
17197,2020-03-16,1,0,1,0,5943,1.68,0.00,1.68,0.00
39049,2020-03-16,7,0,3,0,121131,0.58,0.00,0.25,0.00
29037,2020-03-16,1,0,1,0,249,40.16,0.00,40.16,0.00
17195,2020-03-16,2,0,1,0,29374,0.68,0.00,0.34,0.00
12071,2020-03-16,26,10,3,1,167174,1.56,0.5981791426896527,0.18,0.06
18097,2020-03-16,22,1,6,1,35196,6.25,0.28412319581770656,1.70,0.28412319581770656
42127,2020-03-16,7,0,0,0,7007,9.99,0.00,0.00,0.00
12069,2020-03-16,1,0,1,0,9187,1.09,0.00,1.09,0.00
45007,2020-03-16,4,0,2,0,804,49.75,0.00,24.88,0.00
56033,2020-03-16,9,0,2,0,15996,5.63,0.00,1.25,0.00
55087,2020-03-16,1,0,1,0,1479,6.76,0.00,6.76,0.00
39055,2020-03-16,1,0,1,0,20324,0.49,0.00,0.49,0.00
48209,2020-03-16,3,0,1,0,1209,24.81,0.00,8.27,0.00
55039,2020-03-16,38,0,11,0,84648,4.49,0.00,1.30,0.00
21049,2020-03-16,2,0,1,0,80570,0.25,0.00,0.12,0.00
45013,2020-03-16,9,0,3,0,0,inf,,inf,
17201,2020-03-16,2,0,1,0,13776,1.45,0.00,0.73,0.00
55093,2020-03-16,7,0,0,0,7938,8.82,0.00,0.00,0.00
51059,2020-03-16,48,0,6,0,17955,26.73,0.00,3.34,0.00
48201,2020-03-16,70,0,7,0,16436,42.59,0.00,4.26,0.00
1003,2020-03-16,3,0,1,0,7620,3.94,0.00,1.31,0.00
55101,2020-03-16,4,0,1,0,31348,1.28,0.00,0.32,0.00
12057,2020-03-16,25,0,4,0,4886,51.17,0.00,8.19,0.00
45019,2020-03-16,7,0,0,0,0,inf,,,
9001,2020-03-16,78,0,27,0,1484,525.61,0.00,181.94,0.00
21017,2020-03-16,3,1,1,1,27435,1.09,0.3644979041370512,0.36,0.3644979041370512
45055,2020-03-16,73,0,12,0,490,1489.80,0.00,244.90,0.00
28049,2020-03-16,4,0,2,0,64718,0.62,0.00,0.31,0.00
15009,2020-03-16,3,0,2,0,16876,1.78,0.00,1.19,0.00
27129,2020-03-16,3,0,1,0,45,666.67,0.00,222.22,0.00
18113,2020-03-16,7,0,0,0,137095,0.51,0.00,0.00,0.00
27123,2020-03-16,28,0,7,0,282359,0.99,0.00,0.25,0.00
39103,2020-03-16,3,0,2,0,68716,0.44,0.00,0.29,0.00
27109,2020-03-16,9,0,3,0,212322,0.42,0.00,0.14,0.00
8051,2020-03-16,40,0,11,0,23688,16.89,0.00,4.64,0.00
18001,2020-03-16,7,0,1,0,233842,0.30,0.00,0.04,0.00
6037,2020-03-16,336,6,75,1,201446,16.68,0.29784656930393255,3.72,0.05
2020,2020-03-16,5,0,1,0,115,434.78,0.00,86.96,0.00
45083,2020-03-16,7,0,0,0,0,inf,,,
6039,2020-03-16,7,0,0,0,174874,0.40,0.00,0.00,0.00
27053,2020-03-16,48,0,26,0,97315,4.93,0.00,2.67,0.00
55025,2020-03-16,35,0,9,0,65205,5.37,0.00,1.38,0.00
13177,2020-03-16,8,0,2,0,5136,15.58,0.00,3.89,0.00
12003,2020-03-16,2,0,1,0,16320,1.23,0.00,0.61,0.00
27037,2020-03-16,12,0,4,0,1665,72.07,0.00,24.02,0.00
6041,2020-03-16,26,0,2,0,134288,1.94,0.00,0.15,0.00
21173,2020-03-16,5,0,1,0,4715,10.60,0.00,2.12,0.00
4009,2020-03-16,3,0,1,0,7962,3.77,0.00,1.26,0.00
46005,2020-03-16,7,0,1,0,0,inf,,inf,
12001,2020-03-16,18,0,4,0,193543,0.93,0.00,0.21,0.00
27019,2020-03-16,7,0,0,0,24332,2.88,0.00,0.00,0.00
50027,2020-03-16,8,0,3,0,12714,6.29,0.00,2.36,0.00
27013,2020-03-16,1,0,1,0,14386,0.70,0.00,0.70,0.00
46009,2020-03-16,6,0,1,0,624,96.15,0.00,16.03,0.00
21179,2020-03-16,3,0,1,0,0,inf,,inf,
17203,2020-03-16,3,0,1,0,92667,0.32,0.00,0.11,0.00
27145,2020-03-16,13,0,3,0,64810,2.01,0.00,0.46,0.00
6023,2020-03-16,7,0,0,0,313887,0.22,0.00,0.00,0.00
12011,2020-03-16,139,0,36,0,1561,890.45,0.00,230.62,0.00
45057,2020-03-16,11,0,2,0,468,235.04,0.00,42.74,0.00
39095,2020-03-16,2,0,1,0,34988,0.57,0.00,0.29,0.00
28045,2020-03-16,1,0,1,0,35840,0.28,0.00,0.28,0.00
12021,2020-03-16,26,0,6,0,201292,1.29,0.00,0.30,0.00
21097,2020-03-16,32,0,5,0,8582,37.29,0.00,5.83,0.00
6001,2020-03-16,214,0,16,0,65534,32.65,0.00,2.44,0.00
48113,2020-03-16,61,0,14,0,5418,112.59,0.00,25.84,0.00
28035,2020-03-16,14,0,3,0,32112,4.36,0.00,0.93,0.00
50023,2020-03-16,3,0,1,0,45630,0.66,0.00,0.22,0.00
12019,2020-03-16,9,0,3,0,51440,1.75,0.00,0.58,0.00
17167,2020-03-16,7,0,3,0,14502,4.83,0.00,2.07,0.00
28029,2020-03-16,6,0,2,0,104364,0.57,0.00,0.19,0.00
45063,2020-03-16,4,1,2,1,363,110.19,27.548209366391184,55.10,27.548209366391184
20209,2020-03-16,5,5,1,1,157000,0.32,0.3184713375796178,0.06,0.06
16081,2020-03-16,3,0,1,0,4515,6.64,0.00,2.21,0.00
51013,2020-03-16,33,0,9,0,8160,40.44,0.00,11.03,0.00
12015,2020-03-16,7,0,0,0,74669,0.94,0.00,0.00,0.00
21111,2020-03-16,23,0,6,0,41531,5.54,0.00,1.44,0.00
6013,2020-03-16,136,0,25,0,47607,28.57,0.00,5.25,0.00
19005,2020-03-16,4,0,2,0,542,73.80,0.00,36.90,0.00
17163,2020-03-16,6,0,2,0,17553,3.42,0.00,1.14,0.00
27171,2020-03-16,4,0,1,0,68784,0.58,0.00,0.15,0.00
9005,2020-03-16,15,0,4,0,67005,2.24,0.00,0.60,0.00
6019,2020-03-16,10,0,1,0,192402,0.52,0.00,0.05,0.00
27163,2020-03-16,2,0,1,0,26762,0.75,0.00,0.37,0.00
48085,2020-03-16,38,0,7,0,623,609.95,0.00,112.36,0.00
27161,2020-03-16,2,0,1,0,48926,0.41,0.00,0.20,0.00
12017,2020-03-16,2,0,1,0,2342,8.54,0.00,4.27,0.00
29077,2020-03-16,9,0,3,0,80315,1.12,0.00,0.37,0.00
5023,2020-03-23,86,0,24,0,637,1350.08,0.00,376.77,0.00
50007,2020-03-23,107,5,18,1,63616,16.82,0.7859657947686116,2.83,0.15719315895372235
13229,2020-03-23,1,0,1,0,4621,2.16,0.00,2.16,0.00
13211,2020-03-23,1,0,1,0,44233,0.23,0.00,0.23,0.00
50027,2020-03-23,39,5,5,1,29666,13.15,1.685431133283894,1.69,0.3370862266567788
50025,2020-03-23,12,0,5,0,36246,3.31,0.00,1.38,0.00
49057,2020-03-23,38,0,7,0,44681,8.50,0.00,1.57,0.00
13219,2020-03-23,7,0,3,0,32684,2.14,0.00,0.92,0.00
50023,2020-03-23,11,0,1,0,106470,1.03,0.00,0.09,0.00
13217,2020-03-23,23,0,3,0,89243,2.58,0.00,0.34,0.00
50021,2020-03-23,10,0,3,0,62208,1.61,0.00,0.48,0.00
50003,2020-03-23,26,0,1,0,8071,32.21,0.00,1.24,0.00
50017,2020-03-23,16,0,2,0,191415,0.84,0.00,0.10,0.00
13223,2020-03-23,23,0,4,0,231567,0.99,0.00,0.17,0.00
5007,2020-03-23,5,0,1,0,96710,0.52,0.00,0.10,0.00
13215,2020-03-23,7,0,2,0,65600,1.07,0.00,0.30,0.00
13227,2020-03-23,9,0,3,0,111160,0.81,0.00,0.27,0.00
5009,2020-03-23,5,0,1,0,42440,1.18,0.00,0.24,0.00
50011,2020-03-23,6,0,2,0,6879,8.72,0.00,2.91,0.00
13225,2020-03-23,11,0,3,0,7985,13.78,0.00,3.76,0.00
5011,2020-03-23,6,0,1,0,150516,0.40,0.00,0.07,0.00
5019,2020-03-23,5,0,1,0,174420,0.29,0.00,0.06,0.00
50001,2020-03-23,10,0,3,0,20980,4.77,0.00,1.43,0.00
10001,2020-03-23,30,0,9,0,4692,63.94,0.00,19.18,0.00
49051,2020-03-23,37,0,10,0,311836,1.19,0.00,0.32,0.00
48041,2020-03-23,48,0,12,0,8890,53.99,0.00,13.50,0.00
48049,2020-03-23,7,0,2,0,426868,0.16,0.00,0.05,0.00
48061,2020-03-23,20,0,6,0,9285,21.54,0.00,6.46,0.00
17001,2020-03-23,4,0,1,0,108176,0.37,0.00,0.09,0.00
48067,2020-03-23,4,0,1,0,5708,7.01,0.00,1.75,0.00
48069,2020-03-23,3,0,1,0,9480,3.16,0.00,1.05,0.00
16085,2020-03-23,2,0,1,0,24894,0.80,0.00,0.40,0.00
16083,2020-03-23,6,0,1,0,72546,0.83,0.00,0.14,0.00
48085,2020-03-23,180,6,37,1,623,2889.25,96.30818619582664,593.90,16.051364365971107
16081,2020-03-23,10,0,1,0,10535,9.49,0.00,0.95,0.00
48039,2020-03-23,64,0,14,0,16548,38.68,0.00,8.46,0.00
48103,2020-03-23,5,0,1,0,186395,0.27,0.00,0.05,0.00
48117,2020-03-23,3,0,1,0,42303,0.71,0.00,0.24,0.00
48121,2020-03-23,120,0,35,0,4200,285.71,0.00,83.33,0.00
48123,2020-03-23,5,0,1,0,10790,4.63,0.00,0.93,0.00
16065,2020-03-23,10,0,2,0,3038,32.92,0.00,6.58,0.00
48139,2020-03-23,21,0,5,0,204533,1.03,0.00,0.24,0.00
48141,2020-03-23,35,0,4,0,62762,5.58,0.00,0.64,0.00
48147,2020-03-23,4,0,1,0,29028,1.38,0.00,0.34,0.00
16055,2020-03-23,12,0,3,0,52956,2.27,0.00,0.57,0.00
48157,2020-03-23,165,0,33,0,67151,24.57,0.00,4.91,0.00
48167,2020-03-23,51,0,16,0,5915,86.22,0.00,27.05,0.00
48113,2020-03-23,573,7,145,2,5418,1057.59,12.919896640826874,267.63,3.6913990402362495
48037,2020-03-23,7,0,0,0,20720,3.38,0.00,0.00,0.00
48029,2020-03-23,233,2,37,1,6188,376.54,3.2320620555914674,59.79,1.6160310277957337
48027,2020-03-23,29,0,7,0,92064,3.15,0.00,0.76,0.00
47125,2020-03-23,13,0,3,0,48985,2.65,0.00,0.61,0.00
47135,2020-03-23,2,0,1,0,5680,3.52,0.00,1.76,0.00
47141,2020-03-23,17,0,6,0,235941,0.72,0.00,0.25,0.00
47145,2020-03-23,3,0,1,0,921,32.57,0.00,10.86,0.00
47147,2020-03-23,13,0,3,0,503760,0.26,0.00,0.06,0.00
47149,2020-03-23,25,0,7,0,2765,90.42,0.00,25.32,0.00
47151,2020-03-23,6,0,2,0,9048,6.63,0.00,2.21,0.00
17043,2020-03-23,424,0,90,0,269381,15.74,0.00,3.34,0.00
47155,2020-03-23,12,0,2,0,187838,0.64,0.00,0.11,0.00
47157,2020-03-23,244,0,64,0,6230,391.65,0.00,102.73,0.00
47163,2020-03-23,7,0,0,0,5775,12.12,0.00,0.00,0.00
47165,2020-03-23,71,0,22,0,3006,236.19,0.00,73.19,0.00
17037,2020-03-23,3,0,1,0,17448,1.72,0.00,0.57,0.00
47167,2020-03-23,13,0,5,0,5472,23.76,0.00,9.14,0.00
17035,2020-03-23,7,0,0,0,28791,2.43,0.00,0.00,0.00
47179,2020-03-23,10,0,2,0,2740,36.50,0.00,7.30,0.00
17031,2020-03-23,3252,26,846,9,130102,249.96,1.9984319995080784,65.03,0.6917649229066425
47187,2020-03-23,258,0,30,0,1365,1890.11,0.00,219.78,0.00
17027,2020-03-23,20,0,2,0,64603,3.10,0.00,0.31,0.00
47189,2020-03-23,14,0,3,0,45810,3.06,0.00,0.65,0.00
17021,2020-03-23,4,0,1,0,36624,1.09,0.00,0.27,0.00
17019,2020-03-23,4,0,2,0,1458,27.43,0.00,13.72,0.00
48021,2020-03-23,3,0,1,0,1557,19.27,0.00,6.42,0.00
48183,2020-03-23,7,0,0,0,86723,0.81,0.00,0.00,0.00
48201,2020-03-23,354,5,65,1,16436,215.38,3.042102701387199,39.55,0.6084205402774397
48209,2020-03-23,33,0,5,0,2821,116.98,0.00,17.72,0.00
48219,2020-03-23,7,0,2,0,3308,21.16,0.00,6.05,0.00
13277,2020-03-23,7,0,2,0,16556,4.23,0.00,1.21,0.00
48453,2020-03-23,260,0,73,0,115815,22.45,0.00,6.30,0.00
13273,2020-03-23,8,0,2,0,23936,3.34,0.00,0.84,0.00
48459,2020-03-23,4,0,1,0,33016,1.21,0.00,0.30,0.00
48467,2020-03-23,5,0,1,0,216040,0.23,0.00,0.05,0.00
13267,2020-03-23,2,0,1,0,4608,4.34,0.00,2.17,0.00
48479,2020-03-23,11,0,4,0,60258,1.83,0.00,0.66,0.00
48485,2020-03-23,20,0,5,0,24984,8.01,0.00,2.00,0.00
13261,2020-03-23,8,0,2,0,12532,6.38,0.00,1.60,0.00
48491,2020-03-23,53,0,14,0,10662,49.71,0.00,13.13,0.00
13255,2020-03-23,10,0,4,0,1616,61.88,0.00,24.75,0.00
49003,2020-03-23,6,0,1,0,240,250.00,0.00,41.67,0.00
49005,2020-03-23,13,0,3,0,62898,2.07,0.00,0.48,0.00
49011,2020-03-23,94,2,25,1,16947,55.47,1.1801498790346374,14.75,0.5900749395173187
13247,2020-03-23,11,0,5,0,55245,1.99,0.00,0.91,0.00
13245,2020-03-23,46,0,11,0,76181,6.04,0.00,1.44,0.00
49021,2020-03-23,1,0,1,0,3519,2.84,0.00,2.84,0.00
13243,2020-03-23,4,0,1,0,16676,2.40,0.00,0.60,0.00
49035,2020-03-23,380,0,92,0,183876,20.67,0.00,5.00,0.00
49043,2020-03-23,256,0,62,0,58408,43.83,0.00,10.61,0.00
49045,2020-03-23,13,0,2,0,175,742.86,0.00,114.29,0.00
49049,2020-03-23,35,0,11,0,294567,1.19,0.00,0.37,0.00
13233,2020-03-23,18,0,3,0,109221,1.65,0.00,0.27,0.00
48439,2020-03-23,211,4,52,1,10080,209.33,3.9682539682539684,51.59,0.9920634920634921
49053,2020-03-23,12,0,3,0,1967,61.01,0.00,15.25,0.00
48423,2020-03-23,50,0,6,0,658,759.88,0.00,91.19,0.00
13287,2020-03-23,4,0,1,0,1520,26.32,0.00,6.58,0.00
16027,2020-03-23,9,0,4,0,34920,2.58,0.00,1.15,0.00
48251,2020-03-23,10,0,2,0,63955,1.56,0.00,0.31,0.00
16013,2020-03-23,108,0,19,0,2786,387.65,0.00,68.20,0.00
16011,2020-03-23,4,0,1,0,109488,0.37,0.00,0.09,0.00
48285,2020-03-23,6,0,1,0,91290,0.66,0.00,0.11,0.00
