tractid,period,pop19,nhwht19,nhblk19,hisp19,asian19,fb19,n10imm19,col19,unemp19,prof19,manuf19,npov19,vac19,own19,dmulti19,multi19,h30old19,h10yrs19,a18und19,a60up19
48113012500,2019,8118,1684,203,6039,153,2568,307,817,220,714,335,1770,105,1783,2618,0,2604,957,2432,1094
48113013007,2019,3950,1426,425,987,1062,1353,335,1121,101,814,329,565,72,933,1435,379,1402,714,1151,764
48113013605,2019,6094,4405,37,1200,124,660,277,2763,90,1791,130,304,44,1876,2138,127,2093,720,1767,1392
48113013711,2019,3453,323,248,2774,92,1383,398,116,77,270,252,451,46,196,1030,743,981,713,1156,203
48113013712,2019,2842,602,0,2027,110,1054,182,362,107,470,264,320,24,640,793,0,793,339,656,358
48113014403,2019,4751,699,1683,1878,376,1471,662,590,92,688,191,552,211,76,2149,2053,1347,1816,1322,360
48167721000,2019,2212,1465,0,570,31,223,0,381,57,309,113,281,133,644,939,28,820,307,475,742
48167723000,2019,3183,588,1785,779,0,244,0,175,354,267,191,427,210,904,1585,290,1145,525,490,838
48167723400,2019,7092,6200,0,839,0,88,0,732,96,1618,290,594,476,1868,3012,235,1423,808,1567,1865
48167723800,2019,4277,3418,278,542,25,116,3,1314,66,1010,211,293,1098,1696,3125,125,1878,910,424,1804
48167724800,2019,1308,552,287,408,2,121,0,349,70,271,49,184,401,313,986,371,944,321,194,359
48167722200,2019,3127,980,1262,840,3,117,29,281,200,195,117,891,206,372,1403,481,1263,718,492,799
48167721300,2019,4910,3573,19,933,213,434,219,1231,101,1071,198,638,211,1474,2212,530,1153,1095,1069,1177
48167722900,2019,2630,852,555,1207,9,261,12,217,167,156,29,601,102,819,1147,117,985,616,652,619
48167725000,2019,1796,757,226,758,14,256,70,231,77,183,45,372,203,369,1022,175,1000,470,252,527
48167726100,2019,2605,2419,0,140,46,110,2,906,53,575,67,95,4355,1096,5591,619,3219,519,230,1173
48167720200,2019,4597,3562,44,633,240,390,36,1801,97,1114,228,174,27,1284,1764,306,1074,932,1264,1213
48167720400,2019,8815,6595,313,848,964,766,302,3469,303,2732,605,107,32,2583,2654,53,437,1407,2614,1263
48167721700,2019,9993,4977,268,4279,266,1608,676,756,266,1240,344,2218,342,2090,3631,95,2010,1835,2755,1435
48167721900,2019,11251,4343,2641,3610,265,1130,393,1119,286,1201,502,2941,327,1560,4217,1991,1527,2732,3106,2092
48167723700,2019,2467,712,1200,521,0,126,10,133,166,229,71,807,166,438,1128,370,633,650,721,480
48167724900,2019,1653,885,110,613,24,158,8,299,101,346,30,377,252,388,935,167,935,360,171,401
48167725100,2019,2073,438,833,756,0,318,88,196,125,170,47,499,183,357,936,208,906,392,430,432
48029131614,2019,4009,998,1387,1517,82,395,50,671,122,712,43,239,87,844,1194,95,112,681,1227,230
48029131615,2019,7458,1609,1838,3739,134,852,37,1214,357,1432,302,745,173,1563,2555,389,1004,1395,1614,1167
48029131801,2019,2116,1781,2,263,3,86,11,361,49,317,61,96,43,655,745,0,360,186,462,523
48029131802,2019,4327,2239,317,1660,25,124,8,700,83,784,119,619,89,1208,1479,0,842,461,926,1215
48201231100,2019,5010,253,1330,3314,0,1168,164,146,214,200,221,1213,190,971,1654,202,1364,623,1865,669
48201231500,2019,3000,8,2570,422,0,164,60,178,158,255,0,1077,167,550,1105,173,1087,293,772,694
48201231800,2019,3091,98,902,2091,0,767,46,114,142,236,53,746,69,580,925,0,767,262,974,590
48201232200,2019,16474,4529,4503,6031,834,3263,620,5308,293,3965,696,1906,238,3321,6464,2785,895,4973,4160,1935
48201550100,2019,5609,266,2644,2630,3,1577,463,165,140,153,240,2457,300,144,2334,2113,1607,1676,2004,285
48201541400,2019,15920,2517,2632,7182,3321,5512,709,3750,551,3500,683,1673,244,3589,5059,742,1601,2539,4457,2026
48201542900,2019,26770,10396,4406,9679,1644,5889,2177,5910,912,6369,1075,1880,661,6246,8387,576,1400,5829,8926,2535
48201551800,2019,4210,3299,135,567,180,324,28,1732,48,1100,334,161,84,1665,1794,0,1487,459,619,1517
48201554700,2019,7773,5262,302,1360,642,846,269,2371,158,2100,451,305,124,1974,2999,783,1068,1625,2045,1370
48201551100,2019,11366,641,4057,4817,1686,4157,1139,1440,483,1570,587,2428,228,1690,3806,1859,1823,2139,3027,1619
48201551500,2019,8050,1281,2448,2845,1373,2278,543,1374,328,1063,527,979,416,1078,3191,1465,1109,1666,1844,1044
48201552800,2019,9636,5677,1923,1120,554,884,99,3574,252,2387,412,305,363,2514,4621,1706,2246,2197,1798,3080
48201552900,2019,9033,4252,2151,1813,492,890,316,2474,223,1751,561,1133,193,2123,3951,1982,3241,2311,2616,1908
48201553500,2019,6620,4438,298,1227,338,803,254,1604,237,1167,268,216,144,1775,2568,259,2274,977,1402,1474
48201232500,2019,4060,586,1023,2451,0,792,256,85,25,181,158,626,55,478,982,282,705,434,880,759
48201232600,2019,3138,470,179,2471,4,692,18,255,113,221,202,564,40,722,937,6,914,269,878,556
48201241400,2019,9796,5643,1440,2314,177,1276,321,1928,153,1766,324,1385,222,2191,3508,592,1709,1759,2413,1653
48113018130,2019,4453,1101,2055,1093,23,588,233,394,117,593,67,777,68,454,1961,1463,1357,1359,1334,499
48113018300,2019,6604,2076,66,4196,162,2310,474,355,174,525,395,1274,200,1256,2218,395,2143,1019,1827,1083
48113018700,2019,6935,1270,203,5423,0,2598,397,184,174,273,328,1456,132,974,2002,418,1948,971,2297,850
48113018802,2019,1261,417,278,547,17,200,45,203,18,257,52,173,82,73,583,397,248,381,283,175
48113019028,2019,3644,954,566,1181,894,1119,246,514,107,490,189,477,110,801,1247,217,1210,353,751,836
48113018132,2019,4977,1918,1248,1405,319,999,74,865,229,1003,147,153,58,1375,1755,159,1469,750,1259,833
48113018501,2019,4073,936,309,2588,84,1251,151,209,67,268,280,1026,53,811,1222,196,1168,488,1400,552
48113018801,2019,5372,1004,218,3655,407,1975,241,310,104,479,245,1008,64,923,1421,35,1369,617,1737,674
48113019026,2019,5797,2251,520,1335,1467,1547,332,1191,96,1052,395,947,82,1452,2002,281,1598,617,1072,1701
48037011501,2019,7961,4942,1314,1477,60,471,63,863,144,824,159,467,398,1362,2254,248,1502,1018,1007,1265
48037011502,2019,2762,1668,844,90,17,33,0,157,70,314,105,613,180,636,1434,319,1217,595,504,661
48039660601,2019,13005,5279,2615,2104,2259,2695,211,3729,266,3764,668,300,172,4195,4876,0,1336,1803,3129,2939
48039660701,2019,15574,5866,3426,3134,2602,2317,785,5628,181,4092,1007,879,536,3456,6169,2092,816,3501,4631,1806
48039660602,2019,49119,10609,15968,11114,10554,12446,2367,16573,681,15633,2399,1965,1030,10361,16712,3625,1092,11293,14333,4941
48167722001,2019,5290,2869,507,1740,61,172,0,709,212,1029,211,118,116,1790,2186,158,1033,598,841,1096
48167722002,2019,3246,1567,571,1022,0,245,137,217,99,379,83,375,98,719,1452,405,1220,647,657,861
48167723501,2019,1226,1001,72,153,0,31,0,179,45,170,95,61,35,352,458,0,271,161,267,225
48167723502,2019,8903,7590,0,1038,0,145,0,544,379,947,596,391,630,2835,3844,0,1923,958,1916,1928
48167726200,2019,2337,673,487,1084,90,302,96,199,17,254,78,411,437,546,1214,136,1031,368,668,420
48167990000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48177000100,2019,3240,1261,241,1651,6,493,39,143,44,306,302,359,352,968,1568,66,944,484,667,882
48177000200,2019,5323,2871,315,2111,26,491,36,624,86,608,305,746,447,1344,2337,241,1347,795,1370,1483
48157674602,2019,8865,5614,977,1376,812,1249,299,3447,86,2782,576,46,0,2493,2749,0,183,1031,2860,1424
48157674603,2019,5798,2989,483,2044,194,900,242,1366,121,1313,332,391,129,1505,2111,0,1046,821,1505,896
48157674604,2019,5021,1133,2021,668,1150,1214,123,1724,190,1654,146,72,42,1281,1435,42,56,493,1305,803
48161000100,2019,4647,3435,797,199,58,248,0,648,141,566,99,828,828,1436,2632,99,1224,792,1007,1354
48161000200,2019,1249,968,12,269,0,147,22,240,15,134,62,104,66,349,510,0,370,180,270,386
48161000300,2019,1375,531,496,240,30,124,16,35,35,61,7,385,121,303,634,78,499,320,439,303
48161000400,2019,2421,1727,226,432,0,111,0,307,60,221,73,484,330,629,1232,82,889,428,639,620
48161000600,2019,5177,3700,584,801,0,240,27,405,13,432,75,484,514,1206,1903,0,1051,435,973,1344
48161000700,2019,3015,1512,450,993,0,494,129,251,37,319,135,849,446,762,1477,105,1143,424,860,522
48161000900,2019,1830,1257,408,121,0,8,4,240,19,152,56,126,432,549,1107,6,515,233,298,613
48167720301,2019,2240,1675,27,434,81,293,85,718,69,545,100,181,38,625,826,77,567,321,483,611
48167720302,2019,7227,5104,267,1226,407,390,10,2377,191,1965,342,127,165,1866,2338,88,1549,778,1928,1664
48349971000,2019,3186,2605,158,329,22,84,34,439,92,374,74,515,518,957,1816,71,1043,470,652,920
48349970200,2019,5321,2719,1376,1190,17,663,60,624,92,896,568,1302,304,1539,2312,168,1509,915,1414,1273
48349970600,2019,3846,2350,973,391,0,103,0,462,304,384,83,871,362,951,1757,151,1160,574,817,1191
48349970700,2019,5576,3750,1175,339,9,134,4,763,209,817,335,841,561,1753,2867,119,1224,1001,1252,1818
48349970900,2019,8473,2949,548,4602,198,2108,325,370,261,702,1037,1064,396,1528,2885,407,2005,1304,2664,1202
48349970400,2019,4350,3530,145,456,0,221,51,458,64,455,154,692,505,1220,2048,29,1245,628,1218,1149
48375012000,2019,1577,724,143,666,0,214,39,55,125,106,94,555,185,201,907,276,808,527,411,272
48375012600,2019,2453,515,353,1567,12,691,81,58,76,125,115,1059,240,486,1150,299,888,399,725,342
48375013000,2019,1462,34,1011,309,8,108,56,75,90,168,52,419,235,321,832,151,754,340,364,267
48375014500,2019,5731,1620,143,3785,126,1275,103,218,54,291,497,892,167,1429,2181,270,1936,845,1671,881
48375014800,2019,2349,233,674,1393,0,374,0,89,95,62,90,935,240,377,1095,175,999,421,682,277
48375015100,2019,2473,1974,0,474,0,183,0,322,35,304,144,214,227,782,1240,43,1018,441,521,648
48375015200,2019,2810,1740,64,988,0,143,0,126,27,164,202,722,130,793,1270,84,1063,624,777,605
48375015300,2019,4805,1865,923,1884,19,544,192,157,82,216,114,1656,253,795,2128,287,2057,1150,1531,526
48375010100,2019,2048,1486,45,469,6,113,9,353,0,358,92,288,118,348,1049,576,893,629,580,388
48375010700,2019,3359,1061,35,2188,63,331,14,163,42,447,112,684,50,851,1329,0,1173,599,1042,528
48375011600,2019,4658,2287,338,826,1112,1102,701,668,52,652,483,821,148,906,2011,781,1918,1288,1446,763
48375011700,2019,4040,2400,163,906,284,507,102,428,12,290,184,998,438,208,2557,1993,1754,1877,734,917
48375014700,2019,4535,3409,175,791,62,171,75,518,126,440,291,546,280,747,2513,1195,2261,1639,1070,1290
48375015000,2019,7578,1322,691,5095,396,2109,366,195,126,367,845,2256,113,1384,2640,359,2269,1291,2626,1005
48375010600,2019,1910,165,208,1520,4,446,92,26,40,136,129,492,135,355,850,178,628,335,562,303
48375011000,2019,2359,617,72,1645,11,571,49,78,27,95,204,684,81,379,915,178,776,445,689,488
48041002007,2019,7581,5141,417,1173,698,866,49,2297,227,2429,143,912,125,1677,2812,212,201,1732,1825,688
48041002008,2019,10250,7310,445,1168,1247,1269,467,4033,99,3399,270,301,222,3200,3729,141,167,2356,3418,1092
48041002009,2019,5391,4232,92,353,601,653,26,2787,93,1814,84,224,86,1841,2060,32,96,1031,1596,1285
48041002010,2019,2998,2403,101,332,142,176,3,1269,68,724,88,145,104,1024,1229,90,218,491,730,929
48041002011,2019,5239,3819,300,787,143,218,33,1827,64,1469,186,217,62,1409,1769,165,294,1195,1589,737
48041002012,2019,6881,4602,348,1397,425,639,397,534,143,1234,10,4403,730,36,3302,3080,844,2572,180,81
48041002013,2019,7631,5642,439,1280,236,389,226,1587,91,1359,33,2331,424,1537,3064,617,582,1988,1417,844
48201334100,2019,14703,1585,8093,3708,799,3594,749,3988,590,3584,304,1861,534,2510,6295,3171,1951,4119,3811,1762
48201340201,2019,1546,732,89,314,384,280,15,624,22,513,172,79,68,519,674,123,61,253,348,286
48201340202,2019,5356,2976,97,871,1342,1151,355,2341,135,1791,459,125,86,1491,1826,220,174,770,1424,989
48201340203,2019,3989,2757,109,284,716,866,262,2111,131,1388,480,190,54,1084,1663,466,280,720,744,964
48201340301,2019,3878,2526,127,347,819,757,82,2295,79,1338,210,49,41,1339,1434,0,629,449,860,1222
48201341301,2019,5214,3070,519,775,526,1154,613,1721,357,1185,345,924,457,862,2940,2105,1992,1773,826,848
48201340302,2019,6728,4482,138,1274,746,856,43,3081,237,1946,480,294,83,2267,2462,0,1848,678,1723,1813
48201341202,2019,4643,2957,90,1359,237,1045,537,1918,88,1298,159,648,467,1002,2476,1478,2015,1304,701,1017
48201341201,2019,3977,1485,1115,1266,60,751,423,551,211,657,97,1192,301,167,1914,1721,1176,1407,1118,292
48201341302,2019,2896,1310,415,724,197,465,79,594,165,733,172,434,176,130,1697,1526,1021,1242,623,369
48201341501,2019,6467,4532,276,1462,55,607,161,1929,137,1449,475,467,209,1555,2659,1030,1561,1460,1517,1044
48201341502,2019,4376,3383,268,682,11,269,67,1368,65,1120,321,208,274,981,2185,1137,1254,1173,910,656
48201342001,2019,7044,4257,86,2082,356,764,68,1691,147,1835,340,38,11,2106,2329,108,1000,985,1739,1279
48201342002,2019,3352,1626,36,1330,343,843,159,556,47,795,245,181,90,852,1437,539,339,662,750,531
48201343301,2019,4951,2675,87,1943,120,494,61,389,146,682,233,538,48,1366,1550,0,1067,439,1404,785
48201343302,2019,4815,2763,495,1325,43,470,33,667,145,834,594,235,0,1386,1741,263,1130,746,1028,954
48201343600,2019,2907,1804,65,948,28,315,20,205,136,413,227,421,238,856,1435,158,1220,503,514,847
48201343700,2019,3946,1637,643,1597,0,434,33,271,85,407,280,590,257,611,1683,651,1088,857,880,716
48201350601,2019,4979,2555,527,1373,250,554,89,1069,73,1158,349,217,9,1015,1841,552,924,1081,1435,898
48201350602,2019,9329,4643,944,2261,971,1690,162,2389,272,2155,581,499,98,2318,3060,358,1128,992,2436,1320
48201350801,2019,5391,2875,430,1593,166,730,450,971,272,943,279,516,153,932,2093,704,2044,1191,1285,793
48201350802,2019,8737,4012,772,2045,1556,2310,928,2277,334,2023,319,703,280,1581,3128,1318,1311,1834,2596,1157
48201410401,2019,4019,3103,0,341,344,706,354,2506,0,1920,271,70,224,1430,2288,730,1306,1382,414,1010
48201410402,2019,2433,1705,69,312,321,390,102,1546,31,1184,75,178,164,758,1603,626,883,1016,290,504
48201410701,2019,4001,2615,249,550,406,672,311,2549,202,1819,222,479,360,1028,2841,1823,2245,1695,213,762
48201410702,2019,2768,1655,401,409,253,434,162,1356,169,1189,120,379,265,251,1817,1508,1225,1263,152,310
48201411501,2019,7519,4596,441,1009,1392,1579,807,4836,77,3777,167,625,610,876,4998,4552,1422,3584,780,1056
48201411502,2019,4146,2673,128,722,567,957,572,2768,77,2179,126,288,560,471,2905,2354,1298,1837,326,361
48201413201,2019,2742,1413,114,518,642,1138,786,1687,101,1124,70,621,247,50,1787,1737,963,1444,246,170
48041002006,2019,1696,1295,33,41,299,335,119,591,27,464,42,198,89,367,757,155,68,359,305,287
48201413202,2019,3980,1947,247,541,1137,1351,573,2124,123,1898,80,516,339,656,2654,2259,1310,1911,409,684
48201421102,2019,5456,287,1031,4032,62,2863,1062,520,119,311,211,2340,264,0,2329,2263,2258,1746,1919,183
48201421101,2019,3060,524,425,1574,508,1227,532,768,122,653,142,802,198,57,1645,1487,1121,1168,544,200
48201421201,2019,5652,207,1056,4047,231,3196,994,670,98,518,127,1507,149,0,2312,2256,2072,1841,1665,240
48201554002,2019,4178,3289,157,515,217,466,26,1877,83,1072,224,170,77,1434,1569,0,1119,460,964,1258
48201553801,2019,2779,1984,128,508,64,297,42,1121,52,739,112,157,5,800,910,0,304,397,773,608
48201554101,2019,1161,883,48,135,60,167,38,419,25,249,45,59,3,402,416,0,390,119,253,404
48201554102,2019,9725,5385,976,2025,1258,1791,534,2801,308,2460,716,438,169,2784,3347,0,1581,1407,2308,1835
48201554301,2019,7238,5344,694,796,258,824,69,2555,262,1869,244,200,151,2299,2700,0,2346,960,1676,2001
48085031624,2019,3828,1631,255,1309,633,1590,633,845,40,741,241,555,84,414,1575,955,1354,1032,768,895
48201330200,2019,4438,119,1711,2587,0,1329,247,465,87,384,65,687,107,680,1408,351,1031,562,1129,673
48201330500,2019,4982,107,1713,3006,148,1665,177,251,153,295,141,864,139,825,1476,56,1108,575,1381,1023
48201330700,2019,9966,295,3308,6009,229,2312,257,953,173,910,345,2058,25,1591,2529,29,1261,1108,3559,1118
48201331200,2019,3637,35,3345,170,26,83,37,189,66,260,115,1922,411,438,1839,854,1024,853,1474,754
48201331500,2019,10258,318,8284,1382,20,526,149,1025,544,1457,390,964,286,2130,3289,126,2108,994,2657,1947
48201332300,2019,3165,29,2151,985,0,452,0,167,161,277,140,844,108,579,1075,71,1062,406,685,701
48201333100,2019,4374,308,637,2329,1100,1853,778,628,151,467,240,926,87,615,1426,746,1318,765,1136,715
48201554903,2019,13121,7531,1067,2510,1489,2176,643,4029,304,3508,637,415,16,3648,4316,173,242,2258,3905,1992
48201555301,2019,2224,1407,60,705,22,570,252,764,22,619,116,60,249,547,1113,422,34,703,576,432
48201555302,2019,19893,11818,892,4730,1589,4992,2790,7681,230,5292,1365,721,515,5275,6739,363,434,4632,6753,2482
48201555303,2019,11985,6965,1069,2986,557,2150,933,3694,243,3042,398,446,120,2737,4203,954,185,3318,3890,1365
48201555401,2019,2379,1496,251,621,3,154,56,418,61,467,103,271,106,524,898,85,640,368,507,719
48201555402,2019,8255,5133,757,2249,9,1006,224,1611,392,1429,426,1198,187,1328,3393,1429,1806,2217,2006,2184
48201555501,2019,5030,2832,299,1781,38,800,73,1081,121,705,214,547,235,1163,1812,168,768,780,1238,988
48201555502,2019,29605,17986,1673,5653,3198,4490,748,9206,928,7305,1668,504,394,7956,9622,956,821,6402,9699,4111
48201555701,2019,9990,5922,1015,2192,618,1421,270,2599,138,2359,581,317,183,2611,3178,73,386,1572,3321,992
48201555702,2019,14796,9792,1001,2397,1248,1975,485,5236,327,4204,782,516,143,3744,4634,564,298,2959,4940,1853
48201556000,2019,8639,3372,1289,3503,340,1730,385,933,168,1414,475,1288,266,1984,3107,118,1045,1820,2688,1063
48201980000,2019,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0
48201980100,2019,519,46,276,192,0,60,38,45,18,36,10,239,58,5,270,260,28,207,232,6
48203020103,2019,4552,2964,1027,470,0,94,29,565,38,508,302,468,322,1293,1827,0,793,563,1087,1285
48203020104,2019,3569,2295,799,351,14,51,0,646,71,514,169,455,500,983,1694,9,933,425,696,1055
48203020301,2019,4822,3038,1014,473,159,415,222,942,193,898,237,321,175,1019,1915,482,1267,980,1178,1159
48203020302,2019,3452,1661,1134,602,0,278,0,364,101,251,253,1274,290,682,1378,197,1198,439,1092,764
48203020501,2019,3074,962,885,1204,1,602,150,213,0,446,230,313,354,558,1440,231,1361,525,817,603
48203020502,2019,4139,2525,528,774,198,425,11,510,78,590,131,758,513,1233,2110,193,1817,557,971,1235
48203020603,2019,6341,5562,331,298,19,91,0,1125,130,1526,368,382,270,1639,2440,257,656,1366,1923,781
48203020604,2019,3607,2589,346,594,40,266,49,454,203,480,203,749,267,870,1553,41,901,568,874,664
48203020605,2019,6686,5812,378,394,0,143,0,649,264,904,438,1060,145,1469,2518,346,1131,1084,1692,1395
48113020200,2019,3889,80,3076,733,0,290,0,243,73,131,91,1359,174,1032,1657,177,1604,443,775,950
48113020000,2019,5075,2039,356,589,1955,1741,674,2523,103,1609,282,6,11,1336,1703,234,363,1056,1591,459
48113020100,2019,2121,507,33,1538,39,693,73,242,91,166,97,374,83,441,804,185,663,355,536,257
48113020300,2019,2385,249,1939,177,9,76,18,232,40,205,47,763,300,225,1534,1105,1243,928,317,599
48113020400,2019,8535,3930,2193,2009,182,930,442,3418,285,3151,585,2448,617,511,4163,3635,1394,3235,551,778
48113020500,2019,5531,261,3414,1622,222,1185,331,249,174,362,160,2148,90,372,2013,1379,349,1301,2109,853
48113020600,2019,2131,1743,0,144,148,180,0,1408,16,725,46,25,66,824,923,0,547,267,407,828
48113020700,2019,5104,3238,161,1229,420,1184,284,1782,99,1537,293,475,159,1538,2428,718,2314,1209,665,1490
48113980000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48113980100,2019,19,0,0,19,0,9,0,0,0,0,0,0,0,0,5,0,5,5,10,0
48117950600,2019,3917,1692,5,2141,5,612,61,376,15,499,171,683,361,888,1577,1,1234,467,1054,954
48115950401,2019,4225,1476,132,2569,10,316,36,421,88,508,64,955,301,1170,1933,134,1691,626,1178,1002
48115950402,2019,3432,676,729,1890,14,134,0,52,19,92,35,474,218,427,817,84,785,228,634,358
48121020103,2019,11682,9498,354,1484,52,760,69,2370,296,2165,650,709,251,3022,4606,300,2065,2246,2500,2605
48121020106,2019,8221,6249,809,827,121,208,0,1878,149,2245,153,972,2,1972,2578,97,183,1935,2758,882
48121020104,2019,7374,4648,1067,1073,447,1404,415,1857,159,1726,165,254,186,1959,2430,9,256,1719,2275,866
48085031709,2019,4300,1847,318,523,1367,1704,1215,2233,176,1652,94,819,549,779,2398,1378,965,1239,667,860
48085032009,2019,6755,4089,557,385,1538,1777,266,3265,32,2431,313,645,68,1940,2556,346,1052,1107,1225,1796
48085031802,2019,7372,4629,445,1087,998,1441,529,2167,160,1656,153,1773,266,1216,2930,1408,2034,1478,1264,1481
48085031001,2019,6695,3938,128,2500,95,1084,252,595,65,1044,240,453,279,1542,2459,233,927,1202,1840,1122
48085031653,2019,7188,4134,857,662,1434,2084,502,3462,265,2361,326,313,186,1767,2950,891,1143,1486,1516,1509
48085030601,2019,10687,8296,981,795,444,904,68,4013,234,2718,720,516,248,2624,3982,1179,565,2233,2928,1943
48085031900,2019,7515,2667,1348,2641,502,1875,829,1908,295,2202,299,721,524,335,4024,3337,1339,3164,1252,767
48005000700,2019,3834,750,810,2063,0,823,99,209,363,296,306,1381,185,442,1323,350,1045,791,1210,349
48005001200,2019,2400,2278,25,17,5,13,0,140,51,160,55,527,978,830,2033,3,1270,554,554,663
48005000800,2019,5933,3934,508,1363,6,439,0,789,196,676,291,603,355,1636,2558,294,1856,1048,1481,1426
48005001100,2019,6716,6061,179,380,76,173,0,473,206,815,367,682,269,2059,2677,93,1454,1265,1573,1647
48213950601,2019,4144,3542,220,359,0,53,10,294,166,290,197,794,467,1144,2063,79,1020,889,770,1174
48213950602,2019,5225,4599,58,458,63,199,88,571,149,513,66,1102,594,1614,2806,433,1551,1442,1048,1607
48213950901,2019,5623,4680,75,773,19,265,145,605,38,442,340,1281,1258,1698,3485,0,2027,1113,1169,1611
48113014129,2019,5020,665,899,158,3120,2522,1308,2531,50,1983,145,106,106,584,2150,1411,225,1699,1305,181
48113014131,2019,4055,1179,671,928,969,1275,844,1632,84,1561,221,465,0,593,2065,1434,1230,1618,650,465
48113014132,2019,2448,706,621,217,769,711,363,942,105,730,116,370,13,341,1017,598,394,793,693,240
48113014133,2019,5013,919,1863,936,1220,1563,470,1259,104,1086,131,570,96,510,2529,1941,1696,1993,944,470
48113014134,2019,4465,2237,157,387,1501,1432,391,1951,95,1553,277,182,45,1194,1542,144,640,743,1255,477
48113014135,2019,4932,2589,430,639,1039,1529,634,2117,51,1469,174,381,58,993,1928,862,1122,1176,1510,508
48113014136,2019,7230,858,1457,757,3954,3994,2817,3433,128,2556,201,443,255,269,3141,2807,1556,2636,1930,251
48113014137,2019,8233,2123,973,677,4144,3630,1863,4929,187,3627,245,364,120,976,4038,3004,338,3753,1538,512
48113014138,2019,3888,930,494,417,2005,1748,752,2251,21,1789,184,95,156,445,1979,1555,53,1571,790,406
48113014205,2019,1510,997,35,180,213,253,12,864,20,598,22,86,20,597,641,4,453,251,226,556
48085031004,2019,6032,4049,155,1753,0,776,241,558,137,815,246,484,109,1287,2082,307,1234,1034,1607,924
48085031201,2019,5096,3883,208,728,105,349,62,828,94,1095,223,373,116,1637,1928,3,438,992,1285,958
48085031202,2019,4982,3386,389,1019,53,431,104,821,9,1018,138,68,79,1380,1632,9,311,984,1424,658
48085031308,2019,6382,3885,1132,1033,208,1107,66,1693,172,1753,609,357,20,1778,2083,124,389,959,1836,763
48085031309,2019,9697,5432,1435,1945,692,1431,218,2149,216,2395,535,828,228,2213,3398,574,785,1888,2950,1021
48085031310,2019,11899,6033,1168,3290,424,1594,277,2103,197,2602,527,669,47,2988,3650,177,1411,1711,3706,1529
48085031312,2019,6617,4626,493,512,934,1371,234,2703,219,2032,276,47,0,2097,2325,0,1075,1047,1353,1566
48085031313,2019,13198,6372,1318,1836,3182,3150,228,4863,353,3634,578,296,117,3165,3575,12,296,1592,4183,1874
48085031314,2019,2985,2294,157,362,58,237,40,1072,40,751,132,43,96,848,997,0,453,446,812,554
48085031315,2019,21863,10738,3205,3188,4029,5820,1764,5699,460,5792,1339,1554,158,4680,5918,265,636,3351,6992,2798
48085031311,2019,11872,7743,799,2229,620,1725,227,2919,237,3273,742,694,159,3250,4041,202,736,2373,3525,1340
48085031316,2019,6921,2664,596,478,2968,2560,300,2719,169,2217,328,169,88,1799,2049,51,85,724,1901,804
48085031317,2019,9742,5617,1112,1075,1704,1645,227,3095,220,2843,680,114,177,2454,3299,528,504,1783,2735,1360
48085031405,2019,25820,14385,1210,1317,8493,6163,1382,11477,460,8495,1503,405,337,6800,8431,1096,32,5015,8194,2990
48085031406,2019,18766,11666,2017,2318,2256,3549,394,7678,439,5647,794,312,212,4805,6183,707,588,3122,5872,2471
48085031407,2019,7977,6879,69,525,250,513,126,3289,110,1785,357,242,193,2681,3019,94,789,1313,2015,2601
48141010340,2019,2335,156,5,2142,23,796,62,196,42,225,51,596,128,514,743,33,277,227,709,344
48029171402,2019,6610,113,22,6389,45,1741,283,150,130,450,171,1428,27,1140,1672,144,1064,589,1936,938
48029171401,2019,4986,247,73,4666,0,754,75,226,62,430,111,1009,81,670,1304,446,691,582,1608,463
48029171501,2019,2609,82,169,2358,0,569,70,78,72,210,85,696,123,490,900,180,723,276,713,527
48029171502,2019,5062,77,294,4681,5,949,91,183,76,363,246,1464,153,969,1632,167,1494,461,1040,1024
48029171601,2019,4412,14,422,3976,0,632,79,273,121,389,277,1509,52,655,1366,452,926,669,1526,490
48453001748,2019,6521,3923,241,1982,144,560,164,2597,58,1860,318,353,108,1598,2631,493,544,1726,1506,827
48453001750,2019,4849,2181,91,2074,371,785,315,1986,110,1768,191,402,95,756,2727,1894,1231,2012,625,776
48453001812,2019,7889,1552,675,5204,194,3054,800,1274,351,997,94,2249,245,354,3259,2730,2423,2463,1857,771
48453001822,2019,6800,1472,516,4677,98,2591,949,1007,137,442,156,1740,141,658,2631,1728,2428,1690,2067,776
48453001849,2019,8355,4323,521,1869,1427,1996,1338,4426,135,3977,614,889,712,48,5643,5624,917,4765,718,423
48453000203,2019,2334,1431,228,380,257,397,273,970,43,931,44,608,124,0,1008,989,63,842,144,107
48453000802,2019,3792,1320,1268,1158,8,146,0,1059,138,818,119,1656,66,459,1381,543,1043,991,1094,367
48453001740,2019,5017,3165,182,985,501,570,118,2464,46,1860,240,219,82,970,2103,800,131,1294,923,833
48453001839,2019,10172,2218,1579,3443,2153,2887,1363,2610,223,2495,901,659,216,1553,4015,2118,555,2884,2201,599
48453002307,2019,5947,2456,773,2397,161,927,258,1679,112,1213,238,1019,241,525,3017,2401,2463,2267,753,719
48453002310,2019,2890,314,188,2317,0,989,124,108,24,153,73,614,82,450,915,134,461,537,1035,273
